                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 0.4609,                 1.2079,                 0.3187,                0.31541,                0.93643,                0.99943,                      1,                  0.995,                0.97992,                0.97128,                0.96341,                0.97195,                 0.9469,                 0.2737,                0.78134,                0.10238,                 0.1725,                0.65418,                0.00028,                0.00028,                0.00028
                      2,                0.43465,                0.95664,                0.30793,                0.29207,                0.93948,                0.99933,                      1,                  0.995,                0.97816,                0.96277,                0.96341,                0.97064,                  0.941,                0.29423,                0.91554,                0.09966,                 0.1728,                0.66951,             0.00057809,             0.00057809,             0.00057809
                      3,                0.45953,                0.97159,                0.29883,                0.31728,                0.99513,                0.99924,                      1,                  0.995,                0.96412,                0.97681,                0.92683,                0.96368,                0.91528,                0.35457,                 1.1707,                0.13284,                0.21176,                0.70787,             0.00087419,             0.00087419,             0.00087419
                      4,                0.47871,                 1.0284,                0.31563,                 0.3248,                 1.0155,                0.99928,                      1,                  0.995,                0.96109,                0.96271,                0.96341,                0.95409,                0.88662,                0.32899,                0.61633,                0.12402,                 0.2088,                0.69633,              0.0011683,              0.0011683,              0.0011683
                      5,                0.51203,                 1.3515,                0.33412,                0.33542,                0.95861,                0.99935,                      1,                  0.995,                0.96657,                 0.9541,                0.95122,                 0.9551,                0.90505,                 0.3202,                0.79441,                0.11329,                0.20451,                0.68428,              0.0014605,              0.0014605,              0.0014605
                      6,                0.48714,                 1.0331,                 0.3286,                0.33625,                0.99542,                0.99933,                      1,                  0.995,                0.93543,                0.95057,                0.95122,                0.94143,                0.88543,                0.36632,                 1.0768,                0.14371,                0.22524,                0.70906,              0.0017506,              0.0017506,              0.0017506
                      7,                0.51507,                  1.303,                0.33803,                0.34746,                0.98692,                0.99916,                      1,                  0.995,                0.93037,                0.90164,                0.90244,                 0.8675,                0.81508,                  0.368,                  1.324,                0.12558,                0.23311,                0.71435,              0.0019604,              0.0019604,              0.0019604
                      8,                0.52513,                 1.2981,                0.33646,                0.35653,                0.98319,                0.99825,                      1,                  0.995,                 0.9146,                0.90082,                0.90244,                0.88136,                0.71901,                0.38665,                 1.5647,                0.13012,                0.25896,                0.72115,              0.0019538,              0.0019538,              0.0019538
                      9,                0.57553,                 1.6802,                0.35701,                0.38877,                 1.0016,                0.99873,                      1,                  0.995,                0.89248,                0.86473,                0.86585,                0.81493,                0.71869,                0.52043,                 1.8317,                0.11898,                0.29001,                 0.8073,              0.0019472,              0.0019472,              0.0019472
                     10,                  0.555,                 1.4257,                0.34572,                0.36706,                0.98648,                0.99916,                      1,                  0.995,                0.92413,                0.88946,                0.89024,                0.88322,                0.76742,                0.40663,                 1.6346,                0.11387,                0.24538,                0.74038,              0.0019406,              0.0019406,              0.0019406
