                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.51411,                 0.3574,                 1.7894,                0.83567,                0.78271,                0.80553,                0.71774,                0.66925,                0.77719,                 1.9815,                0.00505,                0.00505,                0.00505
                    102,                0.49926,                 0.3526,                 1.7906,                0.83613,                0.78067,                0.80506,                0.71521,                0.66688,                 0.7778,                  1.968,              0.0050005,              0.0050005,              0.0050005
                    103,                 0.5028,                0.35251,                 1.7882,                0.83577,                0.78142,                0.80564,                0.71515,                0.66999,                0.77457,                 1.9797,               0.004951,               0.004951,               0.004951
                    104,                0.50457,                0.35114,                 1.7876,                0.83564,                0.78146,                0.80638,                0.71568,                 0.6702,                0.77718,                 1.9794,              0.0049015,              0.0049015,              0.0049015
                    105,                0.49394,                0.34673,                 1.7842,                0.83605,                0.78172,                0.80614,                0.71481,                0.66926,                0.77905,                 1.9766,               0.004852,               0.004852,               0.004852
                    106,                0.49736,                0.34887,                 1.7886,                0.83634,                0.78182,                0.80847,                0.71744,                 0.6677,                0.77709,                 1.9742,              0.0048025,              0.0048025,              0.0048025
                    107,                0.49479,                0.34871,                  1.781,                0.83698,                0.78182,                0.80829,                0.71716,                0.66906,                0.78119,                 1.9749,               0.004753,               0.004753,               0.004753
                    108,                0.49493,                0.34549,                 1.7854,                0.83797,                0.78191,                0.80901,                0.71927,                0.66874,                0.78151,                 1.9773,              0.0047035,              0.0047035,              0.0047035
                    109,                 0.4901,                0.34421,                 1.7845,                0.84001,                0.78191,                0.80982,                0.72042,                0.67036,                0.78574,                 1.9802,               0.004654,               0.004654,               0.004654
                    110,                0.49024,                0.34261,                  1.789,                0.84001,                 0.7824,                0.81019,                0.72086,                0.67033,                0.78081,                 1.9799,              0.0046045,              0.0046045,              0.0046045
                    111,                0.49567,                0.34966,                 1.7854,                0.83832,                0.78236,                0.81362,                0.72537,                0.67011,                0.77991,                  1.981,               0.004555,               0.004555,               0.004555
                    112,                0.49007,                0.34635,                 1.7862,                0.83711,                0.78228,                0.81391,                0.72683,                0.66796,                0.77747,                 1.9742,              0.0045055,              0.0045055,              0.0045055
                    113,                0.49118,                0.34235,                 1.7815,                0.83668,                0.78238,                 0.8136,                0.72618,                0.66871,                0.77868,                  1.974,               0.004456,               0.004456,               0.004456
                    114,                0.48406,                0.33599,                 1.7834,                0.83698,                0.78259,                0.81517,                0.72675,                 0.6679,                0.77655,                 1.9727,              0.0044065,              0.0044065,              0.0044065
                    115,                0.48445,                0.33971,                 1.7786,                0.83617,                0.78292,                0.81525,                0.72581,                0.66624,                0.78207,                 1.9698,               0.004357,               0.004357,               0.004357
                    116,                0.48648,                0.34186,                 1.7736,                0.83482,                0.78292,                0.81643,                0.72678,                0.66565,                0.78273,                 1.9683,              0.0043075,              0.0043075,              0.0043075
                    117,                0.46572,                0.32838,                 1.7665,                0.83453,                0.78337,                0.81719,                0.72758,                0.66435,                0.78208,                 1.9652,               0.004258,               0.004258,               0.004258
                    118,                0.47516,                0.33056,                 1.7654,                0.83459,                 0.7833,                0.81789,                0.72813,                0.66411,                0.78279,                 1.9644,              0.0042085,              0.0042085,              0.0042085
                    119,                   0.48,                0.33309,                  1.775,                 0.8348,                0.78339,                0.81708,                0.72822,                0.66415,                0.77769,                 1.9646,               0.004159,               0.004159,               0.004159
                    120,                0.47032,                0.33001,                 1.7658,                0.83011,                0.78529,                0.81602,                 0.7275,                0.66503,                0.77782,                 1.9659,              0.0041095,              0.0041095,              0.0041095
                    121,                0.47556,                0.33081,                 1.7709,                0.82944,                0.78526,                0.81831,                0.72856,                0.66635,                 0.7764,                 1.9689,                0.00406,                0.00406,                0.00406
                    122,                0.47469,                0.32888,                 1.7658,                0.82961,                0.78549,                0.81862,                0.72847,                0.66524,                 0.7785,                 1.9665,              0.0040105,              0.0040105,              0.0040105
                    123,                0.47385,                0.32848,                 1.7609,                0.82945,                0.78511,                0.81978,                0.72982,                0.66446,                0.78005,                 1.9644,               0.003961,               0.003961,               0.003961
                    124,                0.46651,                0.32349,                 1.7594,                0.82975,                0.78439,                0.82018,                0.73027,                0.66284,                0.78289,                 1.9616,              0.0039115,              0.0039115,              0.0039115
                    125,                0.46308,                 0.3217,                 1.7644,                0.82915,                0.78496,                0.82089,                0.72984,                0.66234,                0.78595,                  1.959,               0.003862,               0.003862,               0.003862
                    126,                0.46745,                 0.3255,                 1.7516,                  0.828,                0.78592,                0.82107,                0.73084,                0.66167,                0.77954,                 1.9589,              0.0038125,              0.0038125,              0.0038125
                    127,                0.45774,                0.31724,                 1.7528,                0.82683,                0.78343,                 0.8205,                0.73103,                0.66118,                0.78059,                  1.959,               0.003763,               0.003763,               0.003763
                    128,                0.45172,                0.31378,                 1.7511,                0.82566,                0.78293,                0.81985,                0.73039,                0.66277,                0.78494,                 1.9587,              0.0037135,              0.0037135,              0.0037135
                    129,                 0.4581,                0.31922,                 1.7606,                0.82475,                0.78326,                0.81752,                0.72928,                0.65996,                0.78808,                 1.9547,               0.003664,               0.003664,               0.003664
                    130,                0.45849,                0.32127,                 1.7662,                0.82411,                0.78312,                0.81692,                0.72815,                0.66085,                0.79573,                 1.9539,              0.0036145,              0.0036145,              0.0036145
                    131,                0.45768,                0.31866,                 1.7575,                0.82398,                0.78283,                0.81735,                0.72985,                 0.6621,                0.79785,                 1.9543,               0.003565,               0.003565,               0.003565
                    132,                0.45143,                0.31225,                 1.7533,                0.83055,                0.77102,                0.81942,                0.73114,                0.66074,                0.79978,                 1.9531,              0.0035155,              0.0035155,              0.0035155
                    133,                0.44645,                0.30602,                 1.7501,                0.83028,                0.76994,                0.81945,                0.73049,                0.66174,                0.80072,                 1.9546,               0.003466,               0.003466,               0.003466
