                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.51086,                 0.0749,                0.75476,                0.35969,                  0.993,                0.96936,                0.98742,                0.99138,                 0.9136,                0.96714,                0.98428,                0.99048,                0.96614,                0.47387,                0.15992,                 1.7199,                0.23983,                0.88212,                0.00706,                0.00706,                0.00706
                     51,                0.52036,                 0.0792,                0.79778,                0.36404,                0.98669,                0.97684,                0.97799,                0.98731,                0.90117,                0.97491,                0.97745,                0.98637,                0.95256,                0.47637,                0.15983,                 1.8343,                0.25886,                0.88505,                  0.007,                  0.007,                  0.007
                     52,                0.51472,                0.08135,                0.80208,                0.36158,                0.98202,                0.97818,                0.98685,                0.99243,                0.91484,                0.97506,                0.98371,                0.99142,                 0.9662,                0.47046,                 0.1604,                 1.8447,                0.23943,                 0.8762,                0.00694,                0.00694,                0.00694
                     53,                0.51937,                0.08435,                 0.7814,                0.36692,                0.99036,                0.97833,                0.99363,                0.99295,                0.90704,                0.97527,                0.99225,                0.99198,                0.95671,                0.47424,                0.17814,                 1.8496,                0.23576,                0.88385,                0.00688,                0.00688,                0.00688
                     54,                0.50363,                 0.0697,                0.73323,                0.35423,                0.98612,                0.98106,                 0.9775,                0.99168,                0.90959,                0.97202,                0.98323,                0.99094,                0.96054,                0.47959,                0.17065,                 2.0198,                0.24632,                0.89113,                0.00682,                0.00682,                0.00682
                     55,                0.51033,                0.07258,                 0.7561,                0.35984,                0.99715,                0.96642,                0.99561,                 0.9909,                0.91694,                0.96337,                0.99246,                0.99002,                0.96483,                0.47328,                0.15248,                 1.8486,                0.23804,                 0.8786,                0.00676,                0.00676,                0.00676
                     56,                0.50756,                0.07613,                0.79517,                0.35885,                 0.9802,                 0.9751,                0.99686,                0.99167,                0.89537,                0.97118,                0.99371,                0.99127,                0.96186,                0.51138,                0.14728,                 2.2018,                0.25048,                  0.906,                 0.0067,                 0.0067,                 0.0067
                     57,                0.50312,                0.07219,                 0.7975,                0.35366,                0.98672,                 0.9718,                0.97543,                0.99051,                0.92061,                0.96436,                0.98428,                0.98988,                0.96154,                0.45964,                 0.1482,                  1.845,                0.25756,                0.87291,                0.00664,                0.00664,                0.00664
                     58,                0.50544,                0.07027,                0.71677,                0.35692,                0.97828,                0.97796,                 0.9769,                0.98856,                0.88367,                0.97482,                0.97376,                0.98382,                0.94069,                0.49815,                0.17757,                  1.764,                0.28002,                0.90021,                0.00658,                0.00658,                0.00658
                     59,                0.51635,                0.07333,                0.76478,                0.36639,                0.99073,                0.97196,                0.98105,                0.99105,                0.91806,                0.96884,                 0.9779,                0.99067,                0.96464,                0.47438,                0.14711,                 2.1855,                0.24574,                0.87964,                0.00652,                0.00652,                0.00652
