                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.69239,                0.52846,                 1.8934,                0.91182,                0.85407,                0.91348,                0.81543,                0.65056,                0.85154,                 1.8081,              0.0078079,              0.0078079,              0.0078079
                    157,                0.69347,                0.53149,                 1.8895,                0.91171,                0.85434,                 0.9135,                0.81525,                0.65065,                0.84634,                 1.8081,              0.0077937,              0.0077937,              0.0077937
                    158,                0.68673,                0.52709,                 1.8981,                0.90979,                0.85537,                0.91352,                0.81514,                 0.6508,                0.84449,                  1.809,              0.0077796,              0.0077796,              0.0077796
                    159,                0.68526,                0.51984,                 1.8923,                0.90956,                0.85544,                0.91317,                0.81484,                0.65057,                0.84218,                 1.8081,              0.0077654,              0.0077654,              0.0077654
                    160,                0.68293,                 0.5234,                 1.8971,                0.91039,                0.85368,                0.91296,                0.81449,                0.65055,                0.83888,                 1.8084,              0.0077513,              0.0077513,              0.0077513
                    161,                0.68777,                0.53072,                 1.9006,                0.90931,                0.85396,                0.91291,                0.81411,                0.65009,                0.83897,                 1.8078,              0.0077371,              0.0077371,              0.0077371
                    162,                0.68457,                0.52899,                 1.8983,                0.90912,                0.85505,                0.91295,                0.81429,                0.65095,                 0.8365,                 1.8084,               0.007723,               0.007723,               0.007723
                    163,                 0.6833,                0.52442,                    1.9,                0.91286,                0.85167,                0.91282,                0.81437,                0.65148,                0.83244,                 1.8103,              0.0077089,              0.0077089,              0.0077089
                    164,                 0.6799,                 0.5165,                 1.8876,                0.91224,                0.85207,                0.91309,                0.81529,                0.65122,                 0.8312,                 1.8097,              0.0076947,              0.0076947,              0.0076947
                    165,                0.67629,                0.51946,                 1.8916,                0.91183,                0.85183,                0.91318,                0.81623,                0.65103,                0.83206,                 1.8095,              0.0076806,              0.0076806,              0.0076806
                    166,                0.68754,                 0.5258,                   1.89,                0.91263,                0.85037,                0.91331,                0.81584,                0.65177,                0.83461,                 1.8101,              0.0076664,              0.0076664,              0.0076664
                    167,                  0.687,                0.52617,                 1.9008,                0.91202,                0.85064,                0.91325,                0.81563,                0.65106,                0.83538,                 1.8095,              0.0076523,              0.0076523,              0.0076523
                    168,                0.68624,                0.52253,                  1.891,                0.90966,                0.85411,                0.91337,                0.81616,                0.65304,                0.83684,                 1.8124,              0.0076381,              0.0076381,              0.0076381
                    169,                 0.6798,                 0.5198,                 1.8901,                0.90961,                0.85423,                0.91349,                0.81668,                0.65326,                0.83591,                  1.813,               0.007624,               0.007624,               0.007624
                    170,                0.68613,                0.52611,                 1.8875,                0.90985,                0.85509,                0.91345,                0.81671,                0.65356,                0.83559,                 1.8136,              0.0076099,              0.0076099,              0.0076099
                    171,                0.68134,                 0.5212,                 1.8887,                0.90418,                 0.8594,                0.91365,                0.81711,                0.65254,                0.83928,                 1.8127,              0.0075957,              0.0075957,              0.0075957
                    172,                 0.6854,                0.52172,                 1.8871,                0.90457,                0.85866,                0.91355,                0.81695,                  0.652,                0.83979,                 1.8124,              0.0075816,              0.0075816,              0.0075816
                    173,                0.67457,                0.51608,                 1.8944,                0.90435,                0.86049,                0.91379,                0.81701,                0.65212,                0.84116,                 1.8114,              0.0075674,              0.0075674,              0.0075674
                    174,                0.67544,                0.52186,                 1.8953,                0.90285,                0.85979,                0.91365,                0.81793,                 0.6537,                0.83992,                 1.8138,              0.0075533,              0.0075533,              0.0075533
                    175,                0.67925,                0.51529,                 1.8845,                  0.902,                0.86093,                0.91353,                0.81757,                0.65443,                0.84029,                 1.8153,              0.0075391,              0.0075391,              0.0075391
                    176,                0.68736,                0.52652,                 1.8919,                0.90011,                0.86222,                0.91323,                 0.8178,                0.65318,                0.83717,                 1.8138,               0.007525,               0.007525,               0.007525
                    177,                0.67846,                0.51818,                 1.8931,                0.89933,                0.86412,                0.91306,                0.81798,                0.65302,                0.83806,                  1.813,              0.0075109,              0.0075109,              0.0075109
                    178,                0.68173,                0.52352,                 1.8895,                0.89836,                0.86485,                0.91334,                0.81818,                0.65236,                0.83522,                 1.8124,              0.0074967,              0.0074967,              0.0074967
                    179,                 0.6748,                0.51227,                 1.8851,                0.89842,                0.86627,                 0.9133,                0.81777,                0.65271,                0.83546,                  1.813,              0.0074826,              0.0074826,              0.0074826
                    180,                0.66522,                0.50626,                  1.882,                0.89699,                0.86624,                0.91314,                0.81791,                0.65364,                0.83196,                 1.8141,              0.0074684,              0.0074684,              0.0074684
                    181,                0.68266,                0.52331,                 1.8877,                0.89847,                0.86598,                0.91311,                0.81839,                0.65378,                0.83266,                 1.8137,              0.0074543,              0.0074543,              0.0074543
                    182,                 0.6701,                0.50943,                 1.8875,                0.89881,                0.86592,                0.91289,                0.81841,                0.65343,                 0.8286,                 1.8144,              0.0074401,              0.0074401,              0.0074401
                    183,                0.67243,                0.50765,                 1.8809,                0.90463,                0.86473,                0.91308,                0.81862,                0.65281,                0.82895,                 1.8134,               0.007426,               0.007426,               0.007426
                    184,                0.67348,                0.51437,                 1.8923,                 0.9039,                0.86456,                0.91349,                0.81816,                0.65395,                 0.8259,                 1.8141,              0.0074119,              0.0074119,              0.0074119
                    185,                0.67658,                0.51386,                 1.8867,                0.90409,                0.86455,                0.91374,                0.81815,                0.65564,                0.82771,                 1.8156,              0.0073977,              0.0073977,              0.0073977
                    186,                0.66753,                0.50536,                 1.8801,                0.90326,                0.86322,                0.91344,                0.81818,                0.65772,                0.82838,                 1.8187,              0.0073836,              0.0073836,              0.0073836
                    187,                0.69002,                 0.5206,                 1.8866,                0.90393,                0.86439,                0.91331,                0.81821,                0.65784,                0.83099,                 1.8199,              0.0073694,              0.0073694,              0.0073694
                    188,                0.67293,                0.51336,                 1.8962,                0.90425,                0.86509,                0.91336,                0.81876,                0.65915,                0.82881,                 1.8212,              0.0073553,              0.0073553,              0.0073553
                    189,                0.67329,                0.50886,                 1.8938,                 0.9024,                0.86592,                0.91331,                0.81911,                0.65983,                0.83236,                 1.8218,              0.0073411,              0.0073411,              0.0073411
                    190,                0.67352,                0.51282,                 1.8819,                0.90069,                0.86656,                 0.9132,                 0.8187,                0.66061,                0.83319,                 1.8237,               0.007327,               0.007327,               0.007327
                    191,                0.66576,                0.50482,                 1.8795,                0.89679,                0.86918,                0.91311,                0.81791,                0.66103,                 0.8284,                 1.8247,              0.0073129,              0.0073129,              0.0073129
                    192,                0.66389,                0.49962,                 1.8862,                0.89856,                0.86746,                0.91282,                0.81791,                 0.6604,                0.82674,                 1.8243,              0.0072987,              0.0072987,              0.0072987
                    193,                0.66562,                0.50605,                 1.8872,                0.89743,                0.86582,                0.91264,                0.81806,                0.66135,                0.82645,                 1.8254,              0.0072846,              0.0072846,              0.0072846
                    194,                0.67688,                0.51292,                  1.888,                0.89562,                0.86848,                0.91247,                0.81772,                0.66117,                0.82595,                 1.8248,              0.0072704,              0.0072704,              0.0072704
                    195,                0.66873,                0.50273,                 1.8773,                0.89473,                0.87007,                0.91279,                0.81731,                0.66105,                0.82394,                 1.8254,              0.0072563,              0.0072563,              0.0072563
                    196,                0.66546,                0.50299,                 1.8762,                 0.8981,                0.86749,                0.91238,                0.81806,                 0.6596,                0.82628,                 1.8233,              0.0072421,              0.0072421,              0.0072421
                    197,                0.65968,                0.49928,                 1.8829,                0.89441,                0.86767,                0.91216,                0.81809,                 0.6601,                0.82413,                  1.824,               0.007228,               0.007228,               0.007228
                    198,                0.65908,                0.49802,                 1.8734,                0.89345,                0.86799,                0.91219,                0.81798,                0.65954,                0.82703,                  1.824,              0.0072139,              0.0072139,              0.0072139
                    199,                0.66771,                 0.5096,                 1.8817,                 0.8932,                0.86744,                0.91185,                0.81824,                0.66062,                 0.8275,                 1.8257,              0.0071997,              0.0071997,              0.0071997
                    200,                0.65641,                0.50236,                 1.8761,                0.89421,                0.86474,                0.91163,                0.81838,                0.65936,                0.82494,                 1.8241,              0.0071856,              0.0071856,              0.0071856
                    201,                 0.6669,                0.50505,                 1.8793,                0.89147,                0.86483,                0.91152,                0.81786,                0.65786,                0.82359,                 1.8226,              0.0071714,              0.0071714,              0.0071714
                    202,                 0.6711,                0.50356,                 1.8721,                0.89059,                0.86511,                0.91169,                0.81804,                0.65801,                0.82169,                 1.8215,              0.0071573,              0.0071573,              0.0071573
                    203,                0.66534,                0.50467,                 1.8871,                0.89014,                0.86501,                0.91146,                0.81799,                0.65649,                0.82128,                 1.8196,              0.0071431,              0.0071431,              0.0071431
                    204,                0.67745,                0.51715,                  1.884,                0.89174,                0.86698,                0.91193,                0.81809,                0.65595,                0.82162,                  1.818,               0.007129,               0.007129,               0.007129
                    205,                0.66277,                0.50028,                 1.8753,                0.90442,                0.85599,                0.91174,                0.81744,                0.65614,                0.82327,                 1.8166,              0.0071149,              0.0071149,              0.0071149
                    206,                0.66536,                 0.5081,                  1.882,                0.90375,                0.85856,                0.91202,                0.81708,                0.65592,                 0.8229,                 1.8161,              0.0071007,              0.0071007,              0.0071007
                    207,                0.65972,                 0.4932,                 1.8757,                0.89775,                0.86263,                 0.9121,                0.81763,                0.65576,                0.82332,                 1.8167,              0.0070866,              0.0070866,              0.0070866
                    208,                0.65836,                0.50157,                 1.8768,                0.89576,                0.86157,                0.91201,                0.81776,                0.65581,                0.82292,                 1.8158,              0.0070724,              0.0070724,              0.0070724
                    209,                 0.6764,                0.51397,                  1.891,                0.89709,                0.86132,                0.91206,                0.81827,                0.65632,                0.82241,                 1.8168,              0.0070583,              0.0070583,              0.0070583
                    210,                0.66807,                0.50885,                 1.8809,                0.89442,                 0.8672,                0.91221,                 0.8185,                0.65584,                0.82048,                 1.8153,              0.0070441,              0.0070441,              0.0070441
                    211,                0.65609,                0.49633,                 1.8839,                0.89608,                0.86475,                0.91206,                0.81794,                0.65735,                0.82088,                 1.8185,                0.00703,                0.00703,                0.00703
                    212,                0.66613,                0.50303,                 1.8775,                 0.8966,                0.86493,                0.91237,                0.81797,                0.65608,                0.81841,                  1.816,              0.0070159,              0.0070159,              0.0070159
                    213,                0.66986,                0.50311,                 1.8731,                0.89836,                0.86267,                0.91188,                0.81752,                0.65577,                0.81737,                 1.8153,              0.0070017,              0.0070017,              0.0070017
                    214,                0.66677,                 0.5064,                 1.8803,                0.90447,                0.86052,                0.91164,                0.81783,                0.65578,                0.81508,                 1.8153,              0.0069876,              0.0069876,              0.0069876
                    215,                0.66944,                 0.5039,                 1.8778,                0.90662,                0.85624,                  0.912,                0.81812,                0.65576,                0.81143,                  1.815,              0.0069734,              0.0069734,              0.0069734
                    216,                0.66283,                0.50184,                 1.8787,                0.90826,                0.85541,                0.91213,                0.81838,                0.65576,                0.80854,                 1.8146,              0.0069593,              0.0069593,              0.0069593
                    217,                0.65574,                0.49872,                 1.8821,                0.90824,                0.85531,                0.91181,                0.81797,                0.65636,                0.80691,                 1.8147,              0.0069451,              0.0069451,              0.0069451
                    218,                0.66007,                0.49465,                 1.8765,                0.90706,                0.85615,                0.91181,                0.81819,                0.65629,                0.80532,                 1.8151,               0.006931,               0.006931,               0.006931
                    219,                0.66455,                0.50694,                 1.8857,                0.90414,                0.85735,                0.91159,                0.81792,                0.65856,                0.80394,                 1.8194,              0.0069169,              0.0069169,              0.0069169
                    220,                0.66514,                0.50483,                 1.8831,                0.90314,                0.85895,                0.91143,                0.81731,                0.65892,                0.80211,                 1.8195,              0.0069027,              0.0069027,              0.0069027
                    221,                0.65136,                0.48997,                 1.8649,                0.90381,                0.85773,                0.91155,                0.81759,                0.65906,                0.80086,                 1.8186,              0.0068886,              0.0068886,              0.0068886
                    222,                0.65925,                0.49685,                 1.8748,                0.90347,                0.85519,                0.91153,                0.81799,                0.65862,                0.79823,                 1.8185,              0.0068744,              0.0068744,              0.0068744
                    223,                0.66618,                0.50333,                 1.8771,                0.90595,                0.85989,                0.91165,                0.81829,                0.65824,                0.79591,                 1.8185,              0.0068603,              0.0068603,              0.0068603
                    224,                0.66626,                0.50081,                 1.8768,                0.90441,                0.86012,                0.91141,                0.81773,                0.65917,                0.79447,                 1.8189,              0.0068461,              0.0068461,              0.0068461
                    225,                0.65447,                 0.4865,                 1.8683,                0.90557,                0.86037,                0.91143,                0.81849,                0.65909,                0.79282,                 1.8189,               0.006832,               0.006832,               0.006832
                    226,                0.65971,                0.49936,                 1.8806,                0.90707,                0.85985,                0.91172,                 0.8193,                0.65967,                0.79012,                 1.8197,              0.0068179,              0.0068179,              0.0068179
                    227,                0.64898,                0.48916,                 1.8721,                0.90796,                0.85946,                0.91187,                0.81856,                0.65965,                0.78763,                 1.8197,              0.0068037,              0.0068037,              0.0068037
                    228,                0.65998,                0.49307,                 1.8791,                0.90585,                0.86058,                0.91174,                0.81858,                 0.6587,                0.78461,                  1.819,              0.0067896,              0.0067896,              0.0067896
                    229,                0.65114,                0.48876,                 1.8769,                0.90524,                0.86038,                0.91174,                0.81842,                0.65804,                0.78155,                 1.8183,              0.0067754,              0.0067754,              0.0067754
                    230,                 0.6496,                0.48981,                 1.8752,                 0.9052,                0.86063,                0.91165,                0.81861,                0.65803,                0.78086,                 1.8189,              0.0067613,              0.0067613,              0.0067613
                    231,                 0.6618,                 0.4943,                  1.873,                0.90643,                 0.8597,                0.91205,                0.81874,                0.65803,                0.77835,                  1.819,              0.0067471,              0.0067471,              0.0067471
                    232,                  0.656,                0.49603,                 1.8758,                0.90679,                 0.8581,                0.91193,                0.81887,                0.65563,                0.77737,                 1.8144,               0.006733,               0.006733,               0.006733
                    233,                0.65636,                0.49596,                 1.8727,                0.90769,                0.85847,                0.91218,                0.81882,                 0.6551,                 0.7746,                 1.8143,              0.0067189,              0.0067189,              0.0067189
                    234,                0.66674,                0.50056,                 1.8752,                0.90713,                0.85658,                  0.912,                0.81905,                0.65473,                0.77019,                 1.8137,              0.0067047,              0.0067047,              0.0067047
                    235,                0.64857,                 0.4876,                 1.8707,                0.90936,                 0.8557,                0.91202,                0.81955,                0.65434,                0.76894,                 1.8138,              0.0066906,              0.0066906,              0.0066906
                    236,                0.65582,                0.49021,                 1.8671,                0.90904,                 0.8574,                0.91212,                0.81947,                0.65507,                 0.7675,                 1.8141,              0.0066764,              0.0066764,              0.0066764
                    237,                0.65196,                0.49401,                 1.8699,                0.91195,                0.85594,                  0.912,                0.81965,                0.65548,                0.76603,                 1.8156,              0.0066623,              0.0066623,              0.0066623
                    238,                0.65595,                0.49166,                 1.8631,                0.91307,                0.85557,                0.91208,                0.81947,                 0.6557,                0.76555,                 1.8152,              0.0066481,              0.0066481,              0.0066481
                    239,                0.65976,                0.49781,                 1.8735,                0.91213,                0.85404,                0.91218,                0.81966,                0.65531,                0.76678,                 1.8162,               0.006634,               0.006634,               0.006634
                    240,                 0.6558,                0.49459,                 1.8701,                0.91182,                0.85404,                0.91219,                0.81983,                0.65544,                0.76756,                 1.8156,              0.0066199,              0.0066199,              0.0066199
                    241,                 0.6459,                0.47891,                 1.8584,                0.91092,                0.85475,                0.91252,                0.82024,                0.65596,                0.76462,                 1.8172,              0.0066057,              0.0066057,              0.0066057
                    242,                 0.6574,                0.48878,                 1.8659,                 0.9131,                0.85233,                0.91236,                 0.8203,                 0.6562,                0.76536,                 1.8174,              0.0065916,              0.0065916,              0.0065916
                    243,                0.64779,                0.48229,                 1.8657,                0.91306,                0.85265,                0.91244,                0.81983,                0.65611,                0.76427,                  1.817,              0.0065774,              0.0065774,              0.0065774
                    244,                0.65197,                0.49065,                 1.8745,                0.91057,                0.85491,                0.91243,                 0.8199,                0.65611,                0.76155,                  1.817,              0.0065633,              0.0065633,              0.0065633
                    245,                0.63999,                0.47919,                 1.8739,                0.91125,                0.85493,                0.91254,                0.82048,                0.65602,                0.75986,                 1.8174,              0.0065491,              0.0065491,              0.0065491
                    246,                0.64277,                0.48032,                 1.8642,                0.90867,                0.85479,                0.91223,                 0.8199,                0.65615,                0.76064,                 1.8176,               0.006535,               0.006535,               0.006535
                    247,                0.65397,                0.49122,                 1.8631,                0.90792,                0.85486,                0.91236,                0.82062,                0.65583,                0.76065,                 1.8159,              0.0065209,              0.0065209,              0.0065209
                    248,                0.65079,                0.48432,                 1.8683,                0.90653,                0.85553,                 0.9122,                0.82015,                0.65619,                0.75666,                 1.8171,              0.0065067,              0.0065067,              0.0065067
                    249,                0.64982,                 0.4798,                 1.8556,                0.90715,                 0.8553,                0.91234,                0.82003,                0.65631,                0.75805,                 1.8174,              0.0064926,              0.0064926,              0.0064926
                    250,                 0.6438,                0.48471,                 1.8588,                0.90767,                 0.8551,                0.91205,                0.81939,                0.65675,                0.75835,                 1.8179,              0.0064784,              0.0064784,              0.0064784
                    251,                 0.6338,                0.47527,                 1.8609,                0.90752,                0.85553,                  0.912,                0.81969,                0.65713,                 0.7577,                 1.8183,              0.0064643,              0.0064643,              0.0064643
                    252,                0.64472,                0.48774,                 1.8691,                0.90602,                0.85506,                0.91202,                0.82045,                0.65756,                0.75712,                 1.8193,              0.0064501,              0.0064501,              0.0064501
                    253,                0.64317,                0.48186,                 1.8642,                0.90707,                0.85473,                 0.9122,                0.82042,                0.65784,                0.75512,                 1.8188,               0.006436,               0.006436,               0.006436
                    254,                0.64879,                0.48967,                 1.8691,                0.90302,                0.85815,                0.91221,                0.82023,                0.65769,                0.75392,                 1.8193,              0.0064219,              0.0064219,              0.0064219
                    255,                 0.6421,                0.48039,                 1.8598,                  0.903,                0.85867,                0.91234,                0.82027,                0.65787,                0.75201,                 1.8193,              0.0064077,              0.0064077,              0.0064077
                    256,                0.64914,                 0.4868,                 1.8582,                0.90276,                0.85852,                0.91228,                0.82005,                 0.6581,                0.75134,                 1.8195,              0.0063936,              0.0063936,              0.0063936
                    257,                0.63573,                0.47677,                 1.8575,                0.90392,                 0.8583,                0.91221,                0.82048,                 0.6578,                0.74975,                 1.8195,              0.0063794,              0.0063794,              0.0063794
                    258,                0.63548,                0.47619,                 1.8576,                0.90352,                 0.8581,                0.91239,                0.82035,                0.65711,                0.74992,                 1.8191,              0.0063653,              0.0063653,              0.0063653
                    259,                0.63763,                0.47546,                 1.8566,                0.90338,                0.85828,                0.91251,                0.82006,                0.65726,                 0.7504,                 1.8188,              0.0063511,              0.0063511,              0.0063511
                    260,                0.65016,                0.48632,                 1.8731,                 0.9037,                 0.8584,                0.91247,                0.82012,                0.65722,                0.75013,                 1.8188,               0.006337,               0.006337,               0.006337
                    261,                0.63575,                0.47617,                 1.8564,                0.90498,                0.85762,                0.91231,                0.82024,                0.65661,                0.74945,                 1.8185,              0.0063229,              0.0063229,              0.0063229
                    262,                0.64135,                0.47712,                 1.8528,                0.90717,                0.85389,                0.91202,                0.82026,                0.65647,                0.74886,                 1.8187,              0.0063087,              0.0063087,              0.0063087
                    263,                0.64361,                0.48138,                 1.8612,                0.90774,                0.85296,                 0.9116,                0.81961,                0.65644,                 0.7493,                 1.8192,              0.0062946,              0.0062946,              0.0062946
                    264,                0.63531,                0.47348,                  1.851,                0.90824,                 0.8529,                0.91159,                 0.8197,                0.65649,                0.74617,                 1.8196,              0.0062804,              0.0062804,              0.0062804
                    265,                0.64072,                0.47876,                 1.8717,                0.90833,                0.85328,                0.91138,                0.81904,                0.65667,                0.74618,                 1.8193,              0.0062663,              0.0062663,              0.0062663
                    266,                0.64133,                 0.4775,                 1.8648,                0.90598,                0.85371,                0.91149,                0.81923,                0.65644,                0.74541,                 1.8196,              0.0062521,              0.0062521,              0.0062521
                    267,                0.63231,                0.46924,                 1.8566,                0.90636,                0.85572,                0.91148,                0.81807,                0.65659,                0.74478,                 1.8195,               0.006238,               0.006238,               0.006238
                    268,                0.63612,                0.47502,                 1.8585,                0.90707,                0.85545,                0.91131,                0.81782,                 0.6569,                0.74289,                 1.8204,              0.0062239,              0.0062239,              0.0062239
                    269,                0.63814,                0.47705,                 1.8614,                0.90729,                0.85424,                0.91104,                0.81722,                 0.6569,                0.74296,                 1.8208,              0.0062097,              0.0062097,              0.0062097
                    270,                0.63425,                0.47387,                 1.8546,                0.90723,                0.85296,                0.91082,                0.81774,                 0.6573,                0.74372,                 1.8213,              0.0061956,              0.0061956,              0.0061956
                    271,                0.63663,                 0.4764,                 1.8575,                0.90763,                0.85297,                0.91091,                0.81768,                 0.6567,                0.74167,                 1.8211,              0.0061814,              0.0061814,              0.0061814
                    272,                0.64341,                0.47969,                 1.8599,                0.91012,                0.85164,                 0.9108,                 0.8172,                0.65685,                0.74313,                 1.8204,              0.0061673,              0.0061673,              0.0061673
                    273,                0.63904,                0.47408,                  1.859,                0.91008,                0.85143,                0.91047,                0.81723,                0.65643,                0.74279,                 1.8205,              0.0061531,              0.0061531,              0.0061531
                    274,                0.63989,                0.47881,                   1.86,                 0.9098,                0.85245,                0.91031,                0.81693,                0.65727,                0.74327,                 1.8206,               0.006139,               0.006139,               0.006139
                    275,                0.64008,                0.48046,                 1.8637,                0.90952,                 0.8528,                0.91001,                0.81636,                0.65803,                0.74318,                 1.8217,              0.0061249,              0.0061249,              0.0061249
                    276,                0.63247,                0.47134,                 1.8538,                0.90789,                0.85207,                0.90965,                0.81651,                0.65827,                0.74034,                 1.8226,              0.0061107,              0.0061107,              0.0061107
                    277,                0.63006,                0.46743,                  1.854,                0.90785,                0.85276,                0.90958,                0.81667,                0.65809,                0.73893,                 1.8224,              0.0060966,              0.0060966,              0.0060966
                    278,                0.63592,                0.47286,                 1.8558,                0.90615,                0.85269,                0.90945,                0.81661,                0.65857,                 0.7398,                 1.8226,              0.0060824,              0.0060824,              0.0060824
                    279,                0.62883,                0.46955,                 1.8618,                0.90348,                0.85679,                0.90941,                0.81659,                 0.6587,                0.74103,                 1.8229,              0.0060683,              0.0060683,              0.0060683
                    280,                0.63092,                0.46882,                 1.8516,                0.90244,                 0.8562,                0.90934,                0.81677,                0.65831,                0.74458,                 1.8233,              0.0060541,              0.0060541,              0.0060541
                    281,                0.63437,                0.47049,                  1.848,                0.90296,                0.85663,                0.90888,                0.81603,                0.65823,                0.74635,                 1.8235,                0.00604,                0.00604,                0.00604
                    282,                 0.6389,                0.47549,                 1.8636,                0.90291,                0.85443,                0.90884,                0.81634,                0.65822,                0.74448,                 1.8234,              0.0060259,              0.0060259,              0.0060259
                    283,                0.62803,                0.46459,                 1.8539,                0.90533,                0.85291,                0.90883,                0.81636,                0.65834,                0.74494,                 1.8232,              0.0060117,              0.0060117,              0.0060117
                    284,                 0.6286,                0.46852,                 1.8543,                0.90538,                0.85311,                0.90864,                0.81567,                0.65829,                0.74364,                 1.8227,              0.0059976,              0.0059976,              0.0059976
                    285,                0.63183,                0.46905,                 1.8573,                0.90599,                0.85234,                 0.9086,                0.81563,                0.65831,                0.74447,                 1.8219,              0.0059834,              0.0059834,              0.0059834
                    286,                0.62977,                0.46595,                 1.8494,                0.90547,                0.85262,                0.90848,                0.81553,                0.65808,                 0.7453,                 1.8219,              0.0059693,              0.0059693,              0.0059693
                    287,                0.62173,                0.46353,                 1.8501,                0.90474,                0.85316,                0.90832,                0.81501,                0.65831,                 0.7444,                  1.822,              0.0059551,              0.0059551,              0.0059551
                    288,                0.63887,                 0.4739,                 1.8559,                 0.9047,                0.85411,                0.90832,                0.81476,                 0.6588,                0.74273,                 1.8227,               0.005941,               0.005941,               0.005941
                    289,                0.62885,                0.46573,                 1.8517,                0.90472,                0.85429,                0.90822,                 0.8147,                0.65869,                0.74321,                 1.8226,              0.0059269,              0.0059269,              0.0059269
