                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                0.66675,                 2.0065,                0.45915,                0.45956,                 1.0915,                0.98149,                0.98276,                0.98462,                0.87379,                0.69829,                0.68966,                0.62365,                0.44603,                0.55089,                 3.0667,                  0.231,                0.31856,                 0.8522,               0.001637,               0.001637,               0.001637
                     57,                0.66582,                 2.2868,                0.44453,                0.44451,                 1.0269,                0.98137,                0.98276,                0.98599,                0.89062,                 0.7746,                0.77586,                0.71904,                0.54005,                0.50685,                 2.6416,                0.17254,                 0.3054,                0.79235,              0.0016304,              0.0016304,              0.0016304
                     58,                0.61729,                 2.0759,                0.45746,                0.42535,                 1.0506,                0.97418,                0.98276,                0.98457,                0.89881,                0.80765,                0.81034,                0.79809,                0.61371,                 0.5099,                 2.0573,                0.17923,                0.34225,                0.80047,              0.0016238,              0.0016238,              0.0016238
                     59,                0.64101,                 1.9388,                0.45082,                0.42476,                 1.0323,                0.97014,                0.96552,                0.98434,                0.87717,                0.70169,                0.68966,                0.55971,                0.40581,                0.58078,                  3.081,                0.17835,                0.36266,                0.89674,              0.0016172,              0.0016172,              0.0016172
                     60,                0.61046,                 1.8704,                 0.4571,                0.42566,                 1.0439,                0.98043,                0.98276,                0.98256,                 0.8858,                0.77398,                0.77586,                0.73387,                0.59471,                0.51464,                  2.257,                0.16727,                0.32767,                0.81788,              0.0016106,              0.0016106,              0.0016106
                     61,                0.62991,                 1.8974,                0.45461,                0.42495,                 1.0589,                0.96455,                0.98276,                0.98426,                0.88421,                0.77486,                 0.7931,                0.73132,                0.53051,                0.52032,                 2.4594,                0.16435,                0.32238,                0.80024,               0.001604,               0.001604,               0.001604
                     62,                0.61727,                 2.0761,                0.45362,                 0.4301,                 1.0614,                0.96511,                0.98276,                0.98228,                  0.885,                0.77902,                0.75862,                0.68725,                0.53388,                0.49276,                 2.3017,                0.17915,                0.31547,                0.81382,              0.0015974,              0.0015974,              0.0015974
                     63,                0.61252,                 1.7472,                 0.4406,                0.42375,                  1.078,                0.97844,                0.98276,                0.98462,                0.89873,                0.75796,                0.75862,                0.70217,                0.53165,                0.48343,                 2.6307,                0.18203,                0.32067,                0.78834,              0.0015908,              0.0015908,              0.0015908
                     64,                0.64844,                 2.2685,                0.45105,                0.43442,                 1.0594,                0.98112,                0.98276,                0.98205,                0.88799,                0.79178,                 0.7931,                0.75184,                0.51969,                0.49383,                 2.1593,                  0.169,                 0.3123,                0.80374,              0.0015842,              0.0015842,              0.0015842
                     65,                0.59879,                 1.8822,                0.44783,                 0.4181,                  1.055,                0.97264,                0.98276,                0.98576,                0.90361,                0.72793,                0.74138,                0.63049,                0.50516,                0.49808,                 2.7957,                0.16233,                0.30233,                0.80034,              0.0015776,              0.0015776,              0.0015776
                     66,                0.60328,                 1.6714,                0.43295,                0.40197,                 1.0218,                0.98128,                0.98276,                0.98271,                0.91601,                0.77467,                0.77586,                0.66052,                0.49024,                0.47314,                 2.5296,                0.16724,                0.28795,                0.78867,               0.001571,               0.001571,               0.001571
                     67,                0.60982,                 1.9374,                0.44128,                0.41365,                 1.0612,                0.98169,                0.98276,                 0.9826,                0.89028,                0.65439,                0.65517,                0.48381,                0.41406,                0.49197,                 2.8859,                0.17037,                0.29538,                 0.7859,              0.0015644,              0.0015644,              0.0015644
                     68,                0.64855,                  2.059,                0.45683,                0.44085,                 1.0703,                0.98119,                0.98276,                0.97813,                0.88723,                0.72296,                0.72414,                0.59516,                0.44192,                0.49838,                 3.0676,                 0.1801,                0.31519,                0.80586,              0.0015578,              0.0015578,              0.0015578
                     69,                0.61833,                 1.9072,                0.42358,                0.42139,                 1.0084,                0.98154,                0.98276,                0.98409,                0.89375,                0.77488,                0.77586,                 0.7037,                0.48711,                0.52382,                 2.7043,                0.17086,                0.32988,                0.82722,              0.0015512,              0.0015512,              0.0015512
                     70,                0.66501,                 1.9442,                0.44061,                0.44517,                 1.0333,                0.98173,                0.98276,                0.98052,                0.89215,                0.73289,                0.72414,                0.63877,                 0.5175,                 0.5167,                 2.8586,                0.18069,                0.33666,                0.80814,              0.0015446,              0.0015446,              0.0015446
                     71,                0.62506,                 2.0933,                0.43535,                0.43265,                 1.0473,                0.97379,                0.98276,                0.97877,                0.87498,                0.75225,                0.75862,                 0.6839,                0.55344,                0.50837,                 2.5259,                0.17069,                0.30916,                 0.8128,               0.001538,               0.001538,               0.001538
                     72,                0.64467,                 2.2199,                0.44668,                0.42501,                 1.0124,                0.97986,                0.98276,                0.98455,                0.88329,                0.81446,                0.81034,                0.81008,                0.64311,                0.52909,                 2.1681,                0.16757,                0.32373,                0.82921,              0.0015314,              0.0015314,              0.0015314
                     73,                0.61695,                 2.0009,                0.43782,                0.42743,                 1.0749,                0.98169,                0.98276,                0.98331,                0.87174,                0.77877,                0.77586,                 0.7105,                0.54333,                0.54105,                 2.5294,                 0.1667,                0.32168,                0.84539,              0.0015248,              0.0015248,              0.0015248
                     74,                0.66569,                 2.1767,                0.45041,                0.43985,                 1.0359,                0.98153,                0.98276,                0.98161,                0.87124,                0.83378,                0.82759,                0.81198,                0.63958,                0.54854,                 2.1096,                0.17557,                0.33509,                0.82764,              0.0015182,              0.0015182,              0.0015182
                     75,                0.62301,                 1.8906,                0.43937,                0.42463,                 1.0399,                0.96327,                0.98276,                0.98251,                0.89853,                0.79342,                0.81034,                 0.7662,                0.60375,                0.49005,                 2.2298,                0.16653,                0.32609,                0.77516,              0.0015116,              0.0015116,              0.0015116
                     76,                0.60706,                 1.7105,                0.42732,                0.41132,                 1.0541,                0.98093,                0.98276,                0.98518,                0.90725,                0.70598,                 0.7069,                0.59901,                0.51134,                0.47479,                 2.8769,                0.17546,                0.31377,                0.77064,               0.001505,               0.001505,               0.001505
                     77,                0.63442,                 2.0657,                0.45117,                0.43131,                 1.0245,                0.96486,                0.98276,                0.98251,                0.89633,                0.74002,                0.74138,                0.68277,                0.55629,                0.47475,                 2.6407,                0.17819,                0.32737,                0.77005,              0.0014984,              0.0014984,              0.0014984
                     78,                0.59955,                  1.818,                0.44126,                0.41561,                 1.0337,                  0.965,                0.98276,                0.98434,                  0.885,                0.73593,                 0.7069,                0.63403,                0.53395,                0.54298,                 2.7697,                  0.185,                0.31201,                0.82734,              0.0014918,              0.0014918,              0.0014918
                     79,                0.61966,                  1.817,                0.44524,                0.43237,                 1.0798,                0.98183,                0.98276,                0.98583,                0.88113,                0.72327,                0.72414,                0.63408,                0.46529,                0.53318,                 2.9125,                0.18632,                0.33506,                 0.8075,              0.0014852,              0.0014852,              0.0014852
                     80,                0.62051,                 1.8857,                0.43186,                0.40961,                  1.036,                0.98149,                0.98276,                0.98449,                0.89804,                0.61984,                0.62069,                 0.4703,                0.34148,                0.48499,                 3.5126,                0.20331,                0.28978,                0.79364,              0.0014786,              0.0014786,              0.0014786
                     81,                0.61665,                 1.7306,                0.43485,                0.40969,                 1.0445,                0.98173,                0.98276,                0.98502,                0.88236,                0.67727,                0.67241,                0.57557,                0.45715,                0.50945,                 3.1245,                0.18205,                0.29446,                0.81461,               0.001472,               0.001472,               0.001472
                     82,                0.61928,                 1.7999,                0.44758,                0.42903,                 1.0448,                0.97693,                0.98276,                0.98417,                0.86167,                 0.7535,                0.75862,                0.69285,                0.51954,                0.60575,                 2.6008,                0.18497,                0.32482,                0.91107,              0.0014654,              0.0014654,              0.0014654
                     83,                0.59065,                 1.7704,                0.44416,                0.41639,                 1.0698,                 0.9485,                0.98276,                0.98206,                 0.8291,                0.59833,                0.56897,                0.44589,                0.31426,                0.70626,                  3.922,                0.33375,                0.37812,                0.99319,              0.0014588,              0.0014588,              0.0014588
                     84,                0.56743,                 1.6525,                0.43679,                0.39203,                 1.0184,                0.98128,                0.98276,                0.98597,                0.88452,                0.70559,                 0.7069,                0.63722,                0.50916,                0.50683,                 2.7627,                0.17166,                0.31822,                0.82104,              0.0014522,              0.0014522,              0.0014522
                     85,                 0.5922,                 1.6823,                0.42169,                0.40684,                 1.0364,                0.97971,                0.98276,                0.98321,                0.89876,                0.76857,                0.72414,                 0.7127,                0.58796,                0.49275,                  2.622,                0.17917,                0.30847,                0.79661,              0.0014456,              0.0014456,              0.0014456
                     86,                0.60287,                 1.7676,                0.42948,                0.41557,                 1.0527,                0.98243,                0.96399,                0.98144,                 0.8795,                0.71904,                0.70603,                0.62114,                0.50396,                0.53684,                  2.972,                0.20268,                 0.3296,                0.82112,               0.001439,               0.001439,               0.001439
                     87,                0.63087,                 1.8624,                0.42505,                0.41947,                 1.0494,                0.98274,                0.98186,                0.98364,                0.89602,                0.75848,                0.75804,                 0.6699,                0.53298,                 0.4956,                 2.8578,                0.17431,                0.28779,                0.81074,              0.0014324,              0.0014324,              0.0014324
                     88,                0.63396,                 1.9173,                0.42201,                 0.4318,                 1.0409,                0.98172,                0.98276,                0.98477,                0.90011,                0.68874,                0.68966,                0.56011,                0.42909,                0.45696,                 3.0815,                0.17663,                0.28797,                0.77231,              0.0014258,              0.0014258,              0.0014258
                     89,                0.59716,                 1.7615,                0.43455,                0.40389,                 1.0289,                0.96474,                0.98276,                 0.9856,                0.88986,                0.76735,                0.73931,                0.62421,                0.49213,                0.49757,                 2.5655,                0.16812,                0.31199,                0.80536,              0.0014192,              0.0014192,              0.0014192
